id,name,base_xp,height,weight,nabilities,abilities,meanstats,stats,ntypes,types,islegendary
269,dustox,173,120,31.6,2,"['shield-dust', 'compound-eyes']",64,"{'hp': 60, 'attack': 50, 'defense': 70, 'special-attack': 50, 'special-defense': 90, 'speed': 65}",2,"['bug', 'poison']",0
270,lotad,44,50,2.6,3,"['swift-swim', 'rain-dish', 'own-tempo']",36,"{'hp': 40, 'attack': 30, 'defense': 30, 'special-attack': 40, 'special-defense': 50, 'speed': 30}",2,"['water', 'grass']",0
271,lombre,119,120,32.5,3,"['swift-swim', 'rain-dish', 'own-tempo']",56,"{'hp': 60, 'attack': 50, 'defense': 50, 'special-attack': 60, 'special-defense': 70, 'speed': 50}",2,"['water', 'grass']",0
272,ludicolo,240,150,55.0,3,"['swift-swim', 'rain-dish', 'own-tempo']",80,"{'hp': 80, 'attack': 70, 'defense': 70, 'special-attack': 90, 'special-defense': 100, 'speed': 70}",2,"['water', 'grass']",0
273,seedot,44,50,4.0,3,"['chlorophyll', 'early-bird', 'pickpocket']",36,"{'hp': 40, 'attack': 40, 'defense': 50, 'special-attack': 30, 'special-defense': 30, 'speed': 30}",1,['grass'],0
274,nuzleaf,119,100,28.0,3,"['chlorophyll', 'early-bird', 'pickpocket']",56,"{'hp': 70, 'attack': 70, 'defense': 40, 'special-attack': 60, 'special-defense': 40, 'speed': 60}",2,"['grass', 'dark']",0
275,shiftry,240,130,59.6,3,"['chlorophyll', 'early-bird', 'pickpocket']",80,"{'hp': 90, 'attack': 100, 'defense': 60, 'special-attack': 90, 'special-defense': 60, 'speed': 80}",2,"['grass', 'dark']",0
276,taillow,54,30,2.3,2,"['guts', 'scrappy']",45,"{'hp': 40, 'attack': 55, 'defense': 30, 'special-attack': 30, 'special-defense': 30, 'speed': 85}",2,"['normal', 'flying']",0
277,swellow,159,70,19.8,2,"['guts', 'scrappy']",75,"{'hp': 60, 'attack': 85, 'defense': 60, 'special-attack': 75, 'special-defense': 50, 'speed': 125}",2,"['normal', 'flying']",0
278,wingull,54,60,9.5,3,"['keen-eye', 'hydration', 'rain-dish']",45,"{'hp': 40, 'attack': 30, 'defense': 30, 'special-attack': 55, 'special-defense': 30, 'speed': 85}",2,"['water', 'flying']",0
279,pelipper,154,120,28.0,3,"['keen-eye', 'drizzle', 'rain-dish']",73,"{'hp': 60, 'attack': 50, 'defense': 100, 'special-attack': 95, 'special-defense': 70, 'speed': 65}",2,"['water', 'flying']",0
280,ralts,40,40,6.6,3,"['synchronize', 'trace', 'telepathy']",33,"{'hp': 28, 'attack': 25, 'defense': 25, 'special-attack': 45, 'special-defense': 35, 'speed': 40}",2,"['psychic', 'fairy']",0
281,kirlia,97,80,20.2,3,"['synchronize', 'trace', 'telepathy']",46,"{'hp': 38, 'attack': 35, 'defense': 35, 'special-attack': 65, 'special-defense': 55, 'speed': 50}",2,"['psychic', 'fairy']",0
282,gardevoir,259,160,48.4,3,"['synchronize', 'trace', 'telepathy']",86,"{'hp': 68, 'attack': 65, 'defense': 65, 'special-attack': 125, 'special-defense': 115, 'speed': 80}",2,"['psychic', 'fairy']",0
283,surskit,54,50,1.7,2,"['swift-swim', 'rain-dish']",44,"{'hp': 40, 'attack': 30, 'defense': 32, 'special-attack': 50, 'special-defense': 52, 'speed': 65}",2,"['bug', 'water']",0
284,masquerain,159,80,3.6,2,"['intimidate', 'unnerve']",75,"{'hp': 70, 'attack': 60, 'defense': 62, 'special-attack': 100, 'special-defense': 82, 'speed': 80}",2,"['bug', 'flying']",0
285,shroomish,59,40,4.5,3,"['effect-spore', 'poison-heal', 'quick-feet']",49,"{'hp': 60, 'attack': 40, 'defense': 60, 'special-attack': 40, 'special-defense': 60, 'speed': 35}",1,['grass'],0
286,breloom,161,120,39.2,3,"['effect-spore', 'poison-heal', 'technician']",76,"{'hp': 60, 'attack': 130, 'defense': 80, 'special-attack': 60, 'special-defense': 60, 'speed': 70}",2,"['grass', 'fighting']",0
287,slakoth,56,80,24.0,1,['truant'],46,"{'hp': 60, 'attack': 60, 'defense': 60, 'special-attack': 35, 'special-defense': 35, 'speed': 30}",1,['normal'],0
288,vigoroth,154,140,46.5,1,['vital-spirit'],73,"{'hp': 80, 'attack': 80, 'defense': 80, 'special-attack': 55, 'special-defense': 55, 'speed': 90}",1,['normal'],0
289,slaking,252,200,130.5,1,['truant'],111,"{'hp': 150, 'attack': 160, 'defense': 100, 'special-attack': 95, 'special-defense': 65, 'speed': 100}",1,['normal'],0
290,nincada,53,50,5.5,2,"['compound-eyes', 'run-away']",44,"{'hp': 31, 'attack': 45, 'defense': 90, 'special-attack': 30, 'special-defense': 30, 'speed': 40}",2,"['bug', 'ground']",0
291,ninjask,160,80,12.0,2,"['speed-boost', 'infiltrator']",76,"{'hp': 61, 'attack': 90, 'defense': 45, 'special-attack': 50, 'special-defense': 50, 'speed': 160}",2,"['bug', 'flying']",0
292,shedinja,83,80,1.2,1,['wonder-guard'],39,"{'hp': 1, 'attack': 90, 'defense': 45, 'special-attack': 30, 'special-defense': 30, 'speed': 40}",2,"['bug', 'ghost']",0
293,whismur,48,60,16.3,2,"['soundproof', 'rattled']",40,"{'hp': 64, 'attack': 51, 'defense': 23, 'special-attack': 51, 'special-defense': 23, 'speed': 28}",1,['normal'],0
294,loudred,126,100,40.5,2,"['soundproof', 'scrappy']",60,"{'hp': 84, 'attack': 71, 'defense': 43, 'special-attack': 71, 'special-defense': 43, 'speed': 48}",1,['normal'],0
295,exploud,245,150,84.0,2,"['soundproof', 'scrappy']",81,"{'hp': 104, 'attack': 91, 'defense': 63, 'special-attack': 91, 'special-defense': 73, 'speed': 68}",1,['normal'],0
296,makuhita,47,100,86.4,3,"['thick-fat', 'guts', 'sheer-force']",39,"{'hp': 72, 'attack': 60, 'defense': 30, 'special-attack': 20, 'special-defense': 30, 'speed': 25}",1,['fighting'],0
297,hariyama,166,230,253.8,3,"['thick-fat', 'guts', 'sheer-force']",79,"{'hp': 144, 'attack': 120, 'defense': 60, 'special-attack': 40, 'special-defense': 60, 'speed': 50}",1,['fighting'],0
298,azurill,38,20,2.0,3,"['thick-fat', 'huge-power', 'sap-sipper']",31,"{'hp': 50, 'attack': 20, 'defense': 40, 'special-attack': 20, 'special-defense': 40, 'speed': 20}",2,"['normal', 'fairy']",0
299,nosepass,75,100,97.0,3,"['sturdy', 'magnet-pull', 'sand-force']",62,"{'hp': 30, 'attack': 45, 'defense': 135, 'special-attack': 45, 'special-defense': 90, 'speed': 30}",1,['rock'],0
300,skitty,52,60,11.0,3,"['cute-charm', 'normalize', 'wonder-skin']",43,"{'hp': 50, 'attack': 45, 'defense': 45, 'special-attack': 35, 'special-defense': 35, 'speed': 50}",1,['normal'],0
301,delcatty,140,110,32.6,3,"['cute-charm', 'normalize', 'wonder-skin']",66,"{'hp': 70, 'attack': 65, 'defense': 65, 'special-attack': 55, 'special-defense': 55, 'speed': 90}",1,['normal'],0
302,sableye,133,50,11.0,3,"['keen-eye', 'stall', 'prankster']",63,"{'hp': 50, 'attack': 75, 'defense': 75, 'special-attack': 65, 'special-defense': 65, 'speed': 50}",2,"['dark', 'ghost']",0
303,mawile,133,60,11.5,3,"['hyper-cutter', 'intimidate', 'sheer-force']",63,"{'hp': 50, 'attack': 85, 'defense': 85, 'special-attack': 55, 'special-defense': 55, 'speed': 50}",2,"['steel', 'fairy']",0
304,aron,66,40,60.0,3,"['sturdy', 'rock-head', 'heavy-metal']",55,"{'hp': 50, 'attack': 70, 'defense': 100, 'special-attack': 40, 'special-defense': 40, 'speed': 30}",2,"['steel', 'rock']",0
305,lairon,151,90,120.0,3,"['sturdy', 'rock-head', 'heavy-metal']",71,"{'hp': 60, 'attack': 90, 'defense': 140, 'special-attack': 50, 'special-defense': 50, 'speed': 40}",2,"['steel', 'rock']",0
306,aggron,265,210,360.0,3,"['sturdy', 'rock-head', 'heavy-metal']",88,"{'hp': 70, 'attack': 110, 'defense': 180, 'special-attack': 60, 'special-defense': 60, 'speed': 50}",2,"['steel', 'rock']",0
307,meditite,56,60,11.2,2,"['pure-power', 'telepathy']",46,"{'hp': 30, 'attack': 40, 'defense': 55, 'special-attack': 40, 'special-defense': 55, 'speed': 60}",2,"['fighting', 'psychic']",0
308,medicham,144,130,31.5,2,"['pure-power', 'telepathy']",68,"{'hp': 60, 'attack': 60, 'defense': 75, 'special-attack': 60, 'special-defense': 75, 'speed': 80}",2,"['fighting', 'psychic']",0
309,electrike,59,60,15.2,3,"['static', 'lightning-rod', 'minus']",49,"{'hp': 40, 'attack': 45, 'defense': 40, 'special-attack': 65, 'special-defense': 40, 'speed': 65}",1,['electric'],0
310,manectric,166,150,40.2,3,"['static', 'lightning-rod', 'minus']",79,"{'hp': 70, 'attack': 75, 'defense': 60, 'special-attack': 105, 'special-defense': 60, 'speed': 105}",1,['electric'],0
311,plusle,142,40,4.2,2,"['plus', 'lightning-rod']",67,"{'hp': 60, 'attack': 50, 'defense': 40, 'special-attack': 85, 'special-defense': 75, 'speed': 95}",1,['electric'],0
312,minun,142,40,4.2,2,"['minus', 'volt-absorb']",67,"{'hp': 60, 'attack': 40, 'defense': 50, 'special-attack': 75, 'special-defense': 85, 'speed': 95}",1,['electric'],0
313,volbeat,151,70,17.7,3,"['illuminate', 'swarm', 'prankster']",71,"{'hp': 65, 'attack': 73, 'defense': 75, 'special-attack': 47, 'special-defense': 85, 'speed': 85}",1,['bug'],0
314,illumise,151,60,17.7,3,"['oblivious', 'tinted-lens', 'prankster']",71,"{'hp': 65, 'attack': 47, 'defense': 75, 'special-attack': 73, 'special-defense': 85, 'speed': 85}",1,['bug'],0
315,roselia,140,30,2.0,3,"['natural-cure', 'poison-point', 'leaf-guard']",66,"{'hp': 50, 'attack': 60, 'defense': 45, 'special-attack': 100, 'special-defense': 80, 'speed': 65}",2,"['grass', 'poison']",0
316,gulpin,60,40,10.3,3,"['liquid-ooze', 'sticky-hold', 'gluttony']",50,"{'hp': 70, 'attack': 43, 'defense': 53, 'special-attack': 43, 'special-defense': 53, 'speed': 40}",1,['poison'],0
317,swalot,163,170,80.0,3,"['liquid-ooze', 'sticky-hold', 'gluttony']",77,"{'hp': 100, 'attack': 73, 'defense': 83, 'special-attack': 73, 'special-defense': 83, 'speed': 55}",1,['poison'],0
318,carvanha,61,80,20.8,2,"['rough-skin', 'speed-boost']",50,"{'hp': 45, 'attack': 90, 'defense': 20, 'special-attack': 65, 'special-defense': 20, 'speed': 65}",2,"['water', 'dark']",0
319,sharpedo,161,180,88.8,2,"['rough-skin', 'speed-boost']",76,"{'hp': 70, 'attack': 120, 'defense': 40, 'special-attack': 95, 'special-defense': 40, 'speed': 95}",2,"['water', 'dark']",0
320,wailmer,80,200,130.0,3,"['water-veil', 'oblivious', 'pressure']",66,"{'hp': 130, 'attack': 70, 'defense': 35, 'special-attack': 70, 'special-defense': 35, 'speed': 60}",1,['water'],0
321,wailord,175,1450,398.0,3,"['water-veil', 'oblivious', 'pressure']",83,"{'hp': 170, 'attack': 90, 'defense': 45, 'special-attack': 90, 'special-defense': 45, 'speed': 60}",1,['water'],0
322,numel,61,70,24.0,3,"['oblivious', 'simple', 'own-tempo']",50,"{'hp': 60, 'attack': 60, 'defense': 40, 'special-attack': 65, 'special-defense': 45, 'speed': 35}",2,"['fire', 'ground']",0
323,camerupt,161,190,220.0,3,"['magma-armor', 'solid-rock', 'anger-point']",76,"{'hp': 70, 'attack': 100, 'defense': 70, 'special-attack': 105, 'special-defense': 75, 'speed': 40}",2,"['fire', 'ground']",0
324,torkoal,165,50,80.4,3,"['white-smoke', 'drought', 'shell-armor']",78,"{'hp': 70, 'attack': 85, 'defense': 140, 'special-attack': 85, 'special-defense': 70, 'speed': 20}",1,['fire'],0
325,spoink,66,70,30.6,3,"['thick-fat', 'own-tempo', 'gluttony']",55,"{'hp': 60, 'attack': 25, 'defense': 35, 'special-attack': 70, 'special-defense': 80, 'speed': 60}",1,['psychic'],0
326,grumpig,165,90,71.5,3,"['thick-fat', 'own-tempo', 'gluttony']",78,"{'hp': 80, 'attack': 45, 'defense': 65, 'special-attack': 90, 'special-defense': 110, 'speed': 80}",1,['psychic'],0
327,spinda,126,110,5.0,3,"['own-tempo', 'tangled-feet', 'contrary']",60,"{'hp': 60, 'attack': 60, 'defense': 60, 'special-attack': 60, 'special-defense': 60, 'speed': 60}",1,['normal'],0
328,trapinch,58,70,15.0,3,"['hyper-cutter', 'arena-trap', 'sheer-force']",48,"{'hp': 45, 'attack': 100, 'defense': 45, 'special-attack': 45, 'special-defense': 45, 'speed': 10}",1,['ground'],0
329,vibrava,119,110,15.3,1,['levitate'],56,"{'hp': 50, 'attack': 70, 'defense': 50, 'special-attack': 50, 'special-defense': 50, 'speed': 70}",2,"['ground', 'dragon']",0
330,flygon,260,200,82.0,1,['levitate'],86,"{'hp': 80, 'attack': 100, 'defense': 80, 'special-attack': 80, 'special-defense': 80, 'speed': 100}",2,"['ground', 'dragon']",0
331,cacnea,67,40,51.3,2,"['sand-veil', 'water-absorb']",55,"{'hp': 50, 'attack': 85, 'defense': 40, 'special-attack': 85, 'special-defense': 40, 'speed': 35}",1,['grass'],0
332,cacturne,166,130,77.4,2,"['sand-veil', 'water-absorb']",79,"{'hp': 70, 'attack': 115, 'defense': 60, 'special-attack': 115, 'special-defense': 60, 'speed': 55}",2,"['grass', 'dark']",0
333,swablu,62,40,1.2,2,"['natural-cure', 'cloud-nine']",51,"{'hp': 45, 'attack': 40, 'defense': 60, 'special-attack': 40, 'special-defense': 75, 'speed': 50}",2,"['normal', 'flying']",0
334,altaria,172,110,20.6,2,"['natural-cure', 'cloud-nine']",81,"{'hp': 75, 'attack': 70, 'defense': 90, 'special-attack': 70, 'special-defense': 105, 'speed': 80}",2,"['dragon', 'flying']",0
335,zangoose,160,130,40.3,2,"['immunity', 'toxic-boost']",76,"{'hp': 73, 'attack': 115, 'defense': 60, 'special-attack': 60, 'special-defense': 60, 'speed': 90}",1,['normal'],0
336,seviper,160,270,52.5,2,"['shed-skin', 'infiltrator']",76,"{'hp': 73, 'attack': 100, 'defense': 60, 'special-attack': 100, 'special-defense': 60, 'speed': 65}",1,['poison'],0
337,lunatone,161,100,168.0,1,['levitate'],76,"{'hp': 90, 'attack': 55, 'defense': 65, 'special-attack': 95, 'special-defense': 85, 'speed': 70}",2,"['rock', 'psychic']",0
338,solrock,161,120,154.0,1,['levitate'],76,"{'hp': 90, 'attack': 95, 'defense': 85, 'special-attack': 55, 'special-defense': 65, 'speed': 70}",2,"['rock', 'psychic']",0
339,barboach,58,40,1.9,3,"['oblivious', 'anticipation', 'hydration']",48,"{'hp': 50, 'attack': 48, 'defense': 43, 'special-attack': 46, 'special-defense': 41, 'speed': 60}",2,"['water', 'ground']",0
340,whiscash,164,90,23.6,3,"['oblivious', 'anticipation', 'hydration']",78,"{'hp': 110, 'attack': 78, 'defense': 73, 'special-attack': 76, 'special-defense': 71, 'speed': 60}",2,"['water', 'ground']",0
341,corphish,62,60,11.5,3,"['hyper-cutter', 'shell-armor', 'adaptability']",51,"{'hp': 43, 'attack': 80, 'defense': 65, 'special-attack': 50, 'special-defense': 35, 'speed': 35}",1,['water'],0
342,crawdaunt,164,110,32.8,3,"['hyper-cutter', 'shell-armor', 'adaptability']",78,"{'hp': 63, 'attack': 120, 'defense': 85, 'special-attack': 90, 'special-defense': 55, 'speed': 55}",2,"['water', 'dark']",0
343,baltoy,60,50,21.5,1,['levitate'],50,"{'hp': 40, 'attack': 40, 'defense': 55, 'special-attack': 40, 'special-defense': 70, 'speed': 55}",2,"['ground', 'psychic']",0
344,claydol,175,150,108.0,1,['levitate'],83,"{'hp': 60, 'attack': 70, 'defense': 105, 'special-attack': 70, 'special-defense': 120, 'speed': 75}",2,"['ground', 'psychic']",0
345,lileep,71,100,23.8,2,"['suction-cups', 'storm-drain']",59,"{'hp': 66, 'attack': 41, 'defense': 77, 'special-attack': 61, 'special-defense': 87, 'speed': 23}",2,"['rock', 'grass']",0
346,cradily,173,150,60.4,2,"['suction-cups', 'storm-drain']",82,"{'hp': 86, 'attack': 81, 'defense': 97, 'special-attack': 81, 'special-defense': 107, 'speed': 43}",2,"['rock', 'grass']",0
347,anorith,71,70,12.5,2,"['battle-armor', 'swift-swim']",59,"{'hp': 45, 'attack': 95, 'defense': 50, 'special-attack': 40, 'special-defense': 50, 'speed': 75}",2,"['rock', 'bug']",0
348,armaldo,173,150,68.2,2,"['battle-armor', 'swift-swim']",82,"{'hp': 75, 'attack': 125, 'defense': 100, 'special-attack': 70, 'special-defense': 80, 'speed': 45}",2,"['rock', 'bug']",0
349,feebas,40,60,7.4,3,"['swift-swim', 'oblivious', 'adaptability']",33,"{'hp': 20, 'attack': 15, 'defense': 20, 'special-attack': 10, 'special-defense': 55, 'speed': 80}",1,['water'],0
350,milotic,189,620,162.0,3,"['marvel-scale', 'competitive', 'cute-charm']",90,"{'hp': 95, 'attack': 60, 'defense': 79, 'special-attack': 100, 'special-defense': 125, 'speed': 81}",1,['water'],0
351,castform,147,30,0.8,1,['forecast'],70,"{'hp': 70, 'attack': 70, 'defense': 70, 'special-attack': 70, 'special-defense': 70, 'speed': 70}",1,['normal'],0
352,kecleon,154,100,22.0,2,"['color-change', 'protean']",73,"{'hp': 60, 'attack': 90, 'defense': 70, 'special-attack': 60, 'special-defense': 120, 'speed': 40}",1,['normal'],0
353,shuppet,59,60,2.3,3,"['insomnia', 'frisk', 'cursed-body']",49,"{'hp': 44, 'attack': 75, 'defense': 35, 'special-attack': 63, 'special-defense': 33, 'speed': 45}",1,['ghost'],0
354,banette,159,110,12.5,3,"['insomnia', 'frisk', 'cursed-body']",75,"{'hp': 64, 'attack': 115, 'defense': 65, 'special-attack': 83, 'special-defense': 63, 'speed': 65}",1,['ghost'],0
355,duskull,59,80,15.0,2,"['levitate', 'frisk']",49,"{'hp': 20, 'attack': 40, 'defense': 90, 'special-attack': 30, 'special-defense': 90, 'speed': 25}",1,['ghost'],0
356,dusclops,159,160,30.6,2,"['pressure', 'frisk']",75,"{'hp': 40, 'attack': 70, 'defense': 130, 'special-attack': 60, 'special-defense': 130, 'speed': 25}",1,['ghost'],0
357,tropius,161,200,100.0,3,"['chlorophyll', 'solar-power', 'harvest']",76,"{'hp': 99, 'attack': 68, 'defense': 83, 'special-attack': 72, 'special-defense': 87, 'speed': 51}",2,"['grass', 'flying']",0
358,chimecho,159,60,1.0,1,['levitate'],75,"{'hp': 75, 'attack': 50, 'defense': 80, 'special-attack': 95, 'special-defense': 90, 'speed': 65}",1,['psychic'],0
359,absol,163,120,47.0,3,"['pressure', 'super-luck', 'justified']",77,"{'hp': 65, 'attack': 130, 'defense': 60, 'special-attack': 75, 'special-defense': 60, 'speed': 75}",1,['dark'],0
360,wynaut,52,60,14.0,2,"['shadow-tag', 'telepathy']",43,"{'hp': 95, 'attack': 23, 'defense': 48, 'special-attack': 23, 'special-defense': 48, 'speed': 23}",1,['psychic'],0
361,snorunt,60,70,16.8,3,"['inner-focus', 'ice-body', 'moody']",50,"{'hp': 50, 'attack': 50, 'defense': 50, 'special-attack': 50, 'special-defense': 50, 'speed': 50}",1,['ice'],0
362,glalie,168,150,256.5,3,"['inner-focus', 'ice-body', 'moody']",80,"{'hp': 80, 'attack': 80, 'defense': 80, 'special-attack': 80, 'special-defense': 80, 'speed': 80}",1,['ice'],0
363,spheal,58,80,39.5,3,"['thick-fat', 'ice-body', 'oblivious']",48,"{'hp': 70, 'attack': 40, 'defense': 50, 'special-attack': 55, 'special-defense': 50, 'speed': 25}",2,"['ice', 'water']",0
364,sealeo,144,110,87.6,3,"['thick-fat', 'ice-body', 'oblivious']",68,"{'hp': 90, 'attack': 60, 'defense': 70, 'special-attack': 75, 'special-defense': 70, 'speed': 45}",2,"['ice', 'water']",0
365,walrein,265,140,150.6,3,"['thick-fat', 'ice-body', 'oblivious']",88,"{'hp': 110, 'attack': 80, 'defense': 90, 'special-attack': 95, 'special-defense': 90, 'speed': 65}",2,"['ice', 'water']",0
366,clamperl,69,40,52.5,2,"['shell-armor', 'rattled']",57,"{'hp': 35, 'attack': 64, 'defense': 85, 'special-attack': 74, 'special-defense': 55, 'speed': 32}",1,['water'],0
367,huntail,170,170,27.0,2,"['swift-swim', 'water-veil']",80,"{'hp': 55, 'attack': 104, 'defense': 105, 'special-attack': 94, 'special-defense': 75, 'speed': 52}",1,['water'],0
368,gorebyss,170,180,22.6,2,"['swift-swim', 'hydration']",80,"{'hp': 55, 'attack': 84, 'defense': 105, 'special-attack': 114, 'special-defense': 75, 'speed': 52}",1,['water'],0
369,relicanth,170,100,23.4,3,"['swift-swim', 'rock-head', 'sturdy']",80,"{'hp': 100, 'attack': 90, 'defense': 130, 'special-attack': 45, 'special-defense': 65, 'speed': 55}",2,"['water', 'rock']",0
370,luvdisc,116,60,8.7,2,"['swift-swim', 'hydration']",55,"{'hp': 43, 'attack': 30, 'defense': 55, 'special-attack': 40, 'special-defense': 65, 'speed': 97}",1,['water'],0
371,bagon,60,60,42.1,2,"['rock-head', 'sheer-force']",50,"{'hp': 45, 'attack': 75, 'defense': 60, 'special-attack': 40, 'special-defense': 30, 'speed': 50}",1,['dragon'],0
372,shelgon,147,110,110.5,2,"['rock-head', 'overcoat']",70,"{'hp': 65, 'attack': 95, 'defense': 100, 'special-attack': 60, 'special-defense': 50, 'speed': 50}",1,['dragon'],0
373,salamence,300,150,102.6,2,"['intimidate', 'moxie']",100,"{'hp': 95, 'attack': 135, 'defense': 80, 'special-attack': 110, 'special-defense': 80, 'speed': 100}",2,"['dragon', 'flying']",0
374,beldum,60,60,95.2,2,"['clear-body', 'light-metal']",50,"{'hp': 40, 'attack': 55, 'defense': 80, 'special-attack': 35, 'special-defense': 60, 'speed': 30}",2,"['steel', 'psychic']",0
375,metang,147,120,202.5,2,"['clear-body', 'light-metal']",70,"{'hp': 60, 'attack': 75, 'defense': 100, 'special-attack': 55, 'special-defense': 80, 'speed': 50}",2,"['steel', 'psychic']",0
376,metagross,300,160,550.0,2,"['clear-body', 'light-metal']",100,"{'hp': 80, 'attack': 135, 'defense': 130, 'special-attack': 95, 'special-defense': 90, 'speed': 70}",2,"['steel', 'psychic']",0
377,regirock,290,170,230.0,2,"['clear-body', 'sturdy']",96,"{'hp': 80, 'attack': 100, 'defense': 200, 'special-attack': 50, 'special-defense': 100, 'speed': 50}",1,['rock'],1
378,regice,290,180,175.0,2,"['clear-body', 'ice-body']",96,"{'hp': 80, 'attack': 50, 'defense': 100, 'special-attack': 100, 'special-defense': 200, 'speed': 50}",1,['ice'],1
379,registeel,290,190,205.0,2,"['clear-body', 'light-metal']",96,"{'hp': 80, 'attack': 75, 'defense': 150, 'special-attack': 75, 'special-defense': 150, 'speed': 50}",1,['steel'],1
380,latias,300,140,40.0,1,['levitate'],100,"{'hp': 80, 'attack': 80, 'defense': 90, 'special-attack': 110, 'special-defense': 130, 'speed': 110}",2,"['dragon', 'psychic']",1
381,latios,300,200,60.0,1,['levitate'],100,"{'hp': 80, 'attack': 90, 'defense': 80, 'special-attack': 130, 'special-defense': 110, 'speed': 110}",2,"['dragon', 'psychic']",1
382,kyogre,335,450,352.0,1,['drizzle'],111,"{'hp': 100, 'attack': 100, 'defense': 90, 'special-attack': 150, 'special-defense': 140, 'speed': 90}",1,['water'],1
383,groudon,335,350,950.0,1,['drought'],111,"{'hp': 100, 'attack': 150, 'defense': 140, 'special-attack': 100, 'special-defense': 90, 'speed': 90}",1,['ground'],1
384,rayquaza,340,700,206.5,1,['air-lock'],113,"{'hp': 105, 'attack': 150, 'defense': 90, 'special-attack': 150, 'special-defense': 90, 'speed': 95}",2,"['dragon', 'flying']",1
385,jirachi,300,30,1.1,1,['serene-grace'],100,"{'hp': 100, 'attack': 100, 'defense': 100, 'special-attack': 100, 'special-defense': 100, 'speed': 100}",2,"['steel', 'psychic']",1
386,deoxys-normal,270,170,60.8,1,['pressure'],100,"{'hp': 50, 'attack': 150, 'defense': 50, 'special-attack': 150, 'special-defense': 50, 'speed': 150}",1,['psychic'],1
387,turtwig,64,40,10.2,2,"['overgrow', 'shell-armor']",53,"{'hp': 55, 'attack': 68, 'defense': 64, 'special-attack': 45, 'special-defense': 55, 'speed': 31}",1,['grass'],0
388,grotle,142,110,97.0,2,"['overgrow', 'shell-armor']",67,"{'hp': 75, 'attack': 89, 'defense': 85, 'special-attack': 55, 'special-defense': 65, 'speed': 36}",1,['grass'],0
389,torterra,236,220,310.0,2,"['overgrow', 'shell-armor']",87,"{'hp': 95, 'attack': 109, 'defense': 105, 'special-attack': 75, 'special-defense': 85, 'speed': 56}",2,"['grass', 'ground']",0
390,chimchar,62,50,6.2,2,"['blaze', 'iron-fist']",51,"{'hp': 44, 'attack': 58, 'defense': 44, 'special-attack': 58, 'special-defense': 44, 'speed': 61}",1,['fire'],0
391,monferno,142,90,22.0,2,"['blaze', 'iron-fist']",67,"{'hp': 64, 'attack': 78, 'defense': 52, 'special-attack': 78, 'special-defense': 52, 'speed': 81}",2,"['fire', 'fighting']",0
392,infernape,240,120,55.0,2,"['blaze', 'iron-fist']",89,"{'hp': 76, 'attack': 104, 'defense': 71, 'special-attack': 104, 'special-defense': 71, 'speed': 108}",2,"['fire', 'fighting']",0
393,piplup,63,40,5.2,2,"['torrent', 'defiant']",52,"{'hp': 53, 'attack': 51, 'defense': 53, 'special-attack': 61, 'special-defense': 56, 'speed': 40}",1,['water'],0
394,prinplup,142,80,23.0,2,"['torrent', 'defiant']",67,"{'hp': 64, 'attack': 66, 'defense': 68, 'special-attack': 81, 'special-defense': 76, 'speed': 50}",1,['water'],0
395,empoleon,239,170,84.5,2,"['torrent', 'defiant']",88,"{'hp': 84, 'attack': 86, 'defense': 88, 'special-attack': 111, 'special-defense': 101, 'speed': 60}",2,"['water', 'steel']",0
396,starly,49,30,2.0,2,"['keen-eye', 'reckless']",40,"{'hp': 40, 'attack': 55, 'defense': 30, 'special-attack': 30, 'special-defense': 30, 'speed': 60}",2,"['normal', 'flying']",0
397,staravia,119,60,15.5,2,"['intimidate', 'reckless']",56,"{'hp': 55, 'attack': 75, 'defense': 50, 'special-attack': 40, 'special-defense': 40, 'speed': 80}",2,"['normal', 'flying']",0
398,staraptor,218,120,24.9,2,"['intimidate', 'reckless']",80,"{'hp': 85, 'attack': 120, 'defense': 70, 'special-attack': 50, 'special-defense': 60, 'speed': 100}",2,"['normal', 'flying']",0
399,bidoof,50,50,20.0,3,"['simple', 'unaware', 'moody']",41,"{'hp': 59, 'attack': 45, 'defense': 40, 'special-attack': 35, 'special-defense': 40, 'speed': 31}",1,['normal'],0
400,bibarel,144,100,31.5,3,"['simple', 'unaware', 'moody']",68,"{'hp': 79, 'attack': 85, 'defense': 60, 'special-attack': 55, 'special-defense': 60, 'speed': 71}",2,"['normal', 'water']",0
401,kricketot,39,30,2.2,2,"['shed-skin', 'run-away']",32,"{'hp': 37, 'attack': 25, 'defense': 41, 'special-attack': 25, 'special-defense': 41, 'speed': 25}",1,['bug'],0
402,kricketune,134,100,25.5,2,"['swarm', 'technician']",64,"{'hp': 77, 'attack': 85, 'defense': 51, 'special-attack': 55, 'special-defense': 51, 'speed': 65}",1,['bug'],0
403,shinx,53,50,9.5,3,"['rivalry', 'intimidate', 'guts']",43,"{'hp': 45, 'attack': 65, 'defense': 34, 'special-attack': 40, 'special-defense': 34, 'speed': 45}",1,['electric'],0
404,luxio,127,90,30.5,3,"['rivalry', 'intimidate', 'guts']",60,"{'hp': 60, 'attack': 85, 'defense': 49, 'special-attack': 60, 'special-defense': 49, 'speed': 60}",1,['electric'],0
